gene	chr	X5SS	X3SS	strand	exon_go1	exon_go2	AFEPSI_go1	AFEPSI_go2	width	CPAbP	U1_dependent_CPAbP
ENSG00000087842	X	15390251	15493156	-	X:15493156-15493564	X:15389963-15390251	0.734728350799779	0.530543298400441	102905	Y	Y
ENSG00000088808	14	103742291	103847299	-	14:103847299-103847575	14:103741790-103742291	0.79047619047619	0.628571428571429	105008	Y	Y
ENSG00000089006	20	17962192	17967688	-	20:17967688-17968980	20:17962109-17962192	0.800861149591775	0.11864406779661	5496	Y	Y
ENSG00000089009	12	112408952	112409041	-	12:112409041-112409641	12:112406294-112408952	0.0362988913279255	0.963701108672075	89	N	N
ENSG00000089048	20	13733842	13784822	-	20:13784822-13784886	20:13733721-13733842	0.58370288248337	0.72690317812269	50980	Y	Y
ENSG00000089123	20	13630152	13638894	-	20:13638894-13638932	20:13629934-13630152	1	1	8742	Y	N
ENSG00000089159	12	120224750	120265617	-	12:120265617-120265771	12:120224643-120224750	0.914042356690165	0.103153410505603	40867	Y	N
ENSG00000089486	16	4538470	4538702	-	16:4538702-4538828	16:4538325-4538470	0.895833333333333	0.416666666666667	232	N	N
ENSG00000089597	11	62639731	62646562	-	11:62646562-62646726	11:62639627-62639731	0.0239990409973627	0.988000479501319	6831	Y	N
ENSG00000089693	12	6752916	6752939	-	12:6752939-6753555	12:6752882-6752916	0.87296777178909	0.12703222821091	23	N	N
ENSG00000090097	3	51967457	51973965	-	3:51973965-51974016	3:51967326-51967457	0.823775717197576	0.153781812991534	6508	Y	N
ENSG00000090263	7	141014679	141014911	-	7:141014911-141014966	7:141014551-141014679	0.874378969577645	0.125621030422355	232	N	N
ENSG00000090861	16	70265515	70289421	-	16:70289421-70289543	16:70264958-70265515	0.329652651685653	0.670347348314347	23906	Y	Y
ENSG00000090975	12	122995660	123105355	-	12:123105355-123105499	12:122995389-122995660	1	1	109695	Y	Y
ENSG00000091592	17	5539585	5619331	-	17:5619331-5619424	17:5539415-5539585	0.916666666666667	0.5	79746	Y	N
ENSG00000092148	14	31150221	31207016	-	14:31207016-31207804	14:31149999-31150221	0.525482047673798	0.512910002913374	56795	Y	N
ENSG00000092853	1	35762070	35769847	-	1:35769847-35769978	1:35761998-35762070	0.415606368999842	0.584393631000158	7777	Y	N
ENSG00000092871	17	35063852	35089105	-	17:35089105-35089319	17:35063576-35063852	0.378322259136213	0.732788851974898	25253	Y	N
ENSG00000093144	6	127331867	127342961	-	6:127342961-127343609	6:127331830-127331867	0.458034616409559	0.127906976744186	11094	Y	N
ENSG00000093183	3	42582028	42582193	-	3:42582193-42582327	3:42581846-42582028	0.200808649303769	0.858513384594536	165	N	N
ENSG00000094916	12	54259592	54280008	-	12:54280008-54280133	12:54259270-54259592	0.831474173165315	0.168525826834685	20416	Y	N
ENSG00000095066	19	12766614	12775405	-	19:12775405-12775620	19:12764999-12766614	0.648026315789474	0.703947368421053	8791	Y	N
ENSG00000095574	10	123008687	123008694	-	10:123008694-123008817	10:123008575-123008687	0.502358490566038	0.497641509433962	7	N	N
ENSG00000099204	10	114439253	114526639	-	10:114526639-114526931	10:114439176-114439253	0.560732143603667	0.439267856396333	87386	Y	Y
ENSG00000099326	19	58573335	58573373	-	19:58573373-58573575	19:58573055-58573335	0.411764705882353	0.897058823529412	38	N	N
ENSG00000099817	19	1089962	1093730	-	19:1093730-1095380	19:1089472-1089962	0.693653553005069	0.523702039267632	3768	Y	N
ENSG00000099875	19	2050947	2051096	-	19:2051096-2051244	19:2050801-2050947	0.595588235294118	0.952205882352941	149	N	N
ENSG00000099889	22	19973036	19975686	-	22:19975686-19975762	22:19972925-19973036	1	1	2650	N	N
ENSG00000099958	22	23837854	23838564	-	22:23838564-23839128	22:23837647-23837854	1	1	710	Y	N
ENSG00000100109	22	26512377	26512394	-	22:26512394-26512505	22:26511689-26512377	0.67456226476845	0.761904761904762	17	N	N
ENSG00000100138	22	41682622	41688794	-	22:41688794-41688981	22:41682356-41682622	0.69329520803455	0.30670479196545	6172	Y	Y
ENSG00000100221	22	38700667	38701257	-	22:38701257-38701556	22:38699801-38700667	0.106799871092491	0.953496616177892	590	N	N
ENSG00000100227	22	42603160	42614799	-	22:42614799-42614962	22:42602768-42603160	0.8747591522158	0.751445086705202	11639	Y	Y
ENSG00000100241	22	50462938	50474786	-	22:50474786-50475035	22:50462870-50462938	0.844017094017094	0.623931623931624	11848	Y	Y
ENSG00000100242	22	38756000	38794068	-	22:38794068-38794143	22:38755763-38756000	0.276864196492409	0.84038146107583	38068	Y	N
ENSG00000100258	22	50506502	50507582	-	22:50507582-50507702	22:50506285-50506502	0.872222222222222	0.766666666666667	1080	N	N
ENSG00000100263	22	29267728	29267748	-	22:29267748-29267981	22:29267335-29267728	0.763134261338123	0.770992366412214	20	N	N
ENSG00000100280	22	29388583	29423125	-	22:29423125-29423179	22:29388424-29388583	0.0887260755295688	0.923692225124026	34542	Y	Y
ENSG00000100316	22	39318614	39319372	-	22:39319372-39319649	22:39317855-39318614	0.046108198438058	0.477219706218636	758	Y	N
ENSG00000100320	22	35938897	36028240	-	22:36028240-36028824	22:35938847-35938897	0.103512047343948	0.563582201092969	89343	Y	N
ENSG00000100325	22	29834550	29838178	-	22:29838178-29838304	22:29834086-29834550	0.758706451858816	0.359937615937794	3628	Y	N
ENSG00000100345	22	36289297	36387807	-	22:36387807-36388067	22:36289085-36289297	0.68857897931972	0.526810295328814	98510	Y	N
ENSG00000100348	22	36480837	36481564	-	22:36481564-36481640	22:36480575-36480837	0.875757575757576	0.745454545454545	727	N	N
ENSG00000100350	22	36506695	36506912	-	22:36506912-36507101	22:36505896-36506695	0.547224224945926	0.768565248738284	217	N	N
ENSG00000100353	22	36523281	36528743	-	22:36528743-36529184	22:36523115-36523281	0.896160558464223	0.62303664921466	5462	Y	N
ENSG00000100364	22	45212488	45240640	-	22:45240640-45240769	22:45211956-45212488	0.737558469442527	0.787324591672418	28152	Y	Y
ENSG00000100380	22	40829674	40856431	-	22:40856431-40856639	22:40829626-40829674	0.420582802957651	0.579417197042349	26757	Y	N
ENSG00000100401	22	41285965	41285986	-	22:41285986-41286251	22:41285363-41285965	0.819196659361965	0.180803340638035	21	N	N
ENSG00000100462	14	22924392	22929167	-	14:22929167-22929408	14:22924270-22924392	0.427527833252948	0.572472166747052	4775	Y	N
ENSG00000100490	14	50345058	50396743	-	14:50396743-50396886	14:50344986-50345058	1	1	51685	Y	Y
ENSG00000100503	14	50822077	50831006	-	14:50831006-50831121	14:50821874-50822077	0.212177559019233	0.505376344086022	8929	Y	N
ENSG00000100568	14	67660194	67674375	-	14:67674375-67674820	14:67659731-67660194	0.824585635359116	0.701657458563536	14181	Y	N
ENSG00000100575	14	58427242	58427392	-	14:58427392-58427531	14:58427054-58427242	0.0584968875005029	0.959602660010809	150	N	N
ENSG00000100605	14	93076619	93115069	-	14:93115069-93115305	14:93076595-93076619	0.832214765100671	0.335570469798658	38450	Y	Y
ENSG00000100612	14	60156152	60165177	-	14:60165177-60165605	14:60155832-60156152	1	1	9025	Y	N
ENSG00000100629	14	80838278	80941581	-	14:80941581-80941738	14:80838204-80838278	0.633601021007313	0.446290021477437	103303	Y	Y
ENSG00000100697	14	95129632	95157230	-	14:95157230-95157486	14:95129061-95129632	0.903030303030303	0.581818181818182	27598	Y	N
ENSG00000100804	14	23034900	23035112	-	14:23035112-23035230	14:23034476-23034900	0.348089980722866	0.979088049580164	212	N	N
ENSG00000100813	14	23071617	23094975	-	14:23094975-23095614	14:23071125-23071617	0.75881338254172	0.454591222721438	23358	Y	N
ENSG00000100815	14	92033253	92039547	-	14:92039547-92040059	14:92033192-92033253	1	0.889285714285714	6294	Y	N
ENSG00000100865	14	102359595	102362845	-	14:102362845-102362916	14:102359419-102359595	0.36337965439524	0.761450968910993	3250	Y	N
ENSG00000100888	14	21437308	21456032	-	14:21456032-21456126	14:21436901-21437308	0.658013404489579	0.341986595510421	18724	Y	N
ENSG00000100997	20	25314970	25390513	-	20:25390513-25390835	20:25314925-25314970	0.967032967032967	0.197802197802198	75543	Y	Y
ENSG00000101191	20	62926505	62937796	-	20:62937796-62937952	20:62926432-62926505	0.665904885453231	0.334095114546769	11291	Y	N
ENSG00000101210	20	63498748	63499058	-	20:63499058-63499185	20:63495856-63498748	0.246662353280783	0.753337646719217	310	Y	N
ENSG00000101213	20	63534315	63537085	-	20:63537085-63537376	20:63534152-63534315	1	1	2770	N	N
ENSG00000101246	20	63707853	63707867	-	20:63707867-63708025	20:63707810-63707853	0.546083703895132	0.453916296104868	14	N	N
ENSG00000101624	18	12678442	12702486	-	18:12702486-12702777	18:12678109-12678442	0.946808510638298	0.319148936170213	24044	Y	N
ENSG00000101882	X	119932752	119943220	-	X:119943220-119943751	X:119932107-119932752	0.561274509803922	0.664915966386555	10468	Y	Y
ENSG00000102034	X	130110495	130110620	-	X:130110620-130110716	X:130110325-130110495	0.30295013628347	0.550473189362078	125	N	N
ENSG00000102054	X	16869886	16870038	-	X:16870038-16870414	X:16869494-16869886	0.95423747763864	0.0780187835420394	152	N	N
ENSG00000102189	12	92853954	92929043	-	12:92929043-92929331	12:92853915-92853954	0.471678796349849	0.453534878863826	75089	Y	N
ENSG00000102302	X	54449268	54495126	-	X:54495126-54496234	X:54449143-54449268	0.889880952380952	0.660714285714286	45858	Y	N
ENSG00000102572	13	98519473	98576745	-	13:98576745-98577151	13:98519243-98519473	0.439534293198423	0.746682715599231	57272	Y	Y
ENSG00000102595	13	95837202	96053155	-	13:96053155-96053482	13:95837086-95837202	0.941798941798942	0.349206349206349	215953	Y	Y
ENSG00000102710	13	37026816	37059480	-	13:37059480-37059713	13:37026790-37026816	0.811147540983607	0.447704918032787	32664	Y	N
ENSG00000102763	13	41691938	41960853	-	13:41960853-41961120	13:41691874-41691938	0.94017094017094	0.358974358974359	268915	Y	Y
ENSG00000102786	13	51374796	51452415	-	13:51452415-51453207	13:51374654-51374796	0.819647659419299	0.431902092164638	77619	Y	Y
ENSG00000102804	13	44437345	44573163	-	13:44573163-44576565	13:44437176-44437345	0.0647677038651671	0.0583941605839416	135818	Y	N
ENSG00000102901	16	67834100	67847401	-	16:67847401-67847811	16:67833750-67834100	0.200242485354845	0.885989868433689	13301	Y	N
ENSG00000103126	16	347106	352369	-	16:352369-352723	16:346148-347106	0.385934519692301	0.820205831184892	5263	Y	N
ENSG00000103335	16	88726643	88784901	-	16:88784901-88785220	16:88726547-88726643	0.42430088744685	0.297527857368014	58258	Y	N
ENSG00000103363	16	2777195	2777237	-	16:2777237-2777297	16:2776993-2777195	0.160040604649467	0.839959395350533	42	Y	N
ENSG00000103426	16	4364920	4416459	-	16:4416459-4416961	16:4364775-4364920	0.935185185185185	0.388888888888889	51539	Y	N
ENSG00000103494	16	53692364	53703555	-	16:53703555-53703938	16:53692066-53692364	0.653972520908005	1	11191	Y	N
ENSG00000103550	16	19718131	19718158	-	16:19718158-19718235	16:19717351-19718131	0.700010779637265	0.405252378257472	27	N	N
ENSG00000103657	15	63649925	63833822	-	15:63833822-63833948	15:63649725-63649925	0.190395599245372	0.809604400754628	183897	Y	Y
ENSG00000103995	15	48744992	48810961	-	15:48810961-48811146	15:48744896-48744992	0.94047619047619	0.357142857142857	65969	Y	Y
ENSG00000104133	15	44657296	44663391	-	15:44663391-44663678	15:44657095-44657296	0.891666666666667	0.65	6095	Y	N
ENSG00000104228	8	27298559	27310801	-	8:27310801-27311272	8:27298464-27298559	1	1	12242	Y	N
ENSG00000104231	8	81721300	81732199	-	8:81732199-81732619	8:81720752-81721300	0.211407864693773	0.788592135306228	10899	Y	Y
ENSG00000104299	8	28837776	28889842	-	8:28889842-28890242	8:28837637-28837776	0.91421568627451	0.514705882352941	52066	Y	Y
ENSG00000104375	8	98526926	98825515	-	8:98825515-98825688	8:98526415-98526926	0.680042578687509	0.546018129009959	298589	Y	Y
ENSG00000104517	8	102304169	102412173	-	8:102412173-102412759	8:102304043-102304169	0.765911172284745	0.410449536249876	108004	Y	N
ENSG00000104529	8	143596754	143596855	-	8:143596855-143597744	8:143596088-143596754	0.980349538223864	0.0196504617761363	101	Y	N
ENSG00000104714	8	716007	731140	-	8:731140-731224	8:715861-716007	1	1	15133	Y	N
ENSG00000104824	19	38850333	38852296	-	19:38852296-38852347	19:38849700-38850333	0.0600308829229382	0.0778539470070784	1963	Y	N
ENSG00000104872	19	49451901	49453270	-	19:49453270-49453497	19:49451368-49451901	0.122448979591837	0.969387755102041	1369	Y	N
ENSG00000104881	19	45393167	45404999	-	19:45404999-45405081	19:45391880-45393167	0.83842383107089	0.391779788838612	11832	Y	Y
ENSG00000104936	19	45780747	45782193	-	19:45782193-45782552	19:45779778-45780747	1	1	1446	N	N
ENSG00000104964	19	3062557	3062700	-	19:3062700-3063107	19:3062174-3062557	0.260210305623815	0.739789694376185	143	N	N
ENSG00000105048	19	55138074	55146660	-	19:55146660-55146949	19:55137961-55138074	0.648517697298185	0.509731460950973	8586	Y	N
ENSG00000105053	19	50020649	50025267	-	19:50025267-50025946	19:50020462-50020649	1	1	4618	Y	N
ENSG00000105127	19	15377014	15379713	-	19:15379713-15379798	19:15376976-15377014	0.936507936507937	0.380952380952381	2699	N	N
ENSG00000105202	19	39840515	39846291	-	19:39846291-39846379	19:39840414-39840515	0.797040971168437	0.811836115326252	5776	Y	N
ENSG00000105401	19	10396203	10403378	-	19:10403378-10403595	19:10395928-10396203	0.87979797979798	0.721212121212121	7175	N	N
ENSG00000105426	19	5293252	5340664	-	19:5340664-5340803	19:5293141-5293252	0.358455024265859	0.0623897132189872	47412	Y	N
ENSG00000105486	19	48143599	48170241	-	19:48170241-48170603	19:48143543-48143599	0.493812234545133	0.506187765454867	26642	Y	Y
ENSG00000105514	19	11337460	11346127	-	19:11346127-11346270	19:11337172-11337460	0.958715596330275	0.165137614678899	8667	Y	N
ENSG00000105576	19	12722572	12723769	-	19:12723769-12724011	19:12722477-12722572	0.419941519668401	0.486774898242047	1197	Y	Y
ENSG00000105705	19	19304043	19320463	-	19:19320463-19320509	19:19303724-19304043	0.776959600836955	0.533800096571704	16420	Y	N
ENSG00000105771	19	43754634	43754654	-	19:43754654-43754962	19:43754376-43754634	0.792366348248701	0.28911513323278	20	N	N
ENSG00000105808	7	102592454	102600257	-	7:102600257-102600388	7:102592285-102592454	1	1	7803	N	N
ENSG00000105810	7	92833690	92836478	-	7:92836478-92836594	7:92833091-92833690	0.571807359307359	0.902218614718615	2788	Y	N
ENSG00000105821	7	103322081	103344559	-	7:103344559-103344830	7:103321932-103322081	0.712820512820513	0.574358974358974	22478	Y	N
ENSG00000105835	7	106284632	106284828	-	7:106284828-106284983	7:106284348-106284632	0.671066359800537	0.0574421406733673	196	N	N
ENSG00000105875	7	135207202	135211380	-	7:135211380-135211534	7:135207120-135207202	0.930894308943089	0.414634146341463	4178	Y	N
ENSG00000105928	7	24757475	24757707	-	7:24757707-24757940	7:24757396-24757475	0.325133417141612	0.674866582858388	232	N	N
ENSG00000105968	7	44843354	44847969	-	7:44847969-44848083	7:44843277-44843354	0.786454624574729	0.639211962971754	4615	N	N
ENSG00000106070	7	50792969	50793224	-	7:50793224-50793462	7:50792442-50792969	0.636030300920154	0.442964515397177	255	N	N
ENSG00000106133	7	72953677	72954625	-	7:72954625-72954790	7:72953511-72953677	0.875	0.666666666666667	948	N	N
ENSG00000106246	7	99438916	99466111	-	7:99466111-99466163	7:99438551-99438916	0.948525377350424	0.0514746226495759	27195	Y	N
ENSG00000106299	7	123704657	123748618	-	7:123748618-123749003	7:123704634-123704657	0.53803225569164	0.223187048683904	43961	Y	N
ENSG00000106348	7	128405948	128409756	-	7:128409756-128410252	7:128405767-128405948	0.0962914690872953	0.903708530912705	3808	Y	N
ENSG00000106462	7	148884159	148884164	-	7:148884164-148884321	7:148884060-148884159	0.05937605788761	0.0666574983073798	5	N	N
ENSG00000106477	7	130404708	130440934	-	7:130440934-130441210	7:130404564-130404708	0.679075319979876	0.550451510577882	36226	Y	N
ENSG00000106608	7	43907069	43926132	-	7:43926132-43926411	7:43906562-43907069	0.2632073283859	0.7367926716141	19063	Y	N
ENSG00000106615	7	151519895	151519898	-	7:151519898-151520120	7:151519460-151519895	0.0159189580318379	0.997346840328027	3	N	N
ENSG00000106617	7	151632353	151876507	-	7:151876507-151877125	7:151632069-151632353	1	1	244154	Y	N
ENSG00000106628	7	44123508	44123511	-	7:44123511-44123559	7:44122887-44123508	0.498990899951004	0.501009100048996	3	N	N
ENSG00000106638	7	73578419	73578420	-	7:73578420-73578676	7:73577973-73578419	0.508620689655172	0.491379310344828	1	N	N
ENSG00000106714	9	39178360	39287980	-	9:39287980-39288315	9:39178157-39178360	0.711538461538462	0.576923076923077	109620	Y	N
ENSG00000106853	9	111599407	111599603	-	9:111599603-111599893	9:111599339-111599407	0.476216089519296	0.523783910480704	196	N	N
ENSG00000106948	9	114359794	114376466	-	9:114376466-114377635	9:114359087-114359794	1	1	16672	Y	N
ENSG00000106992	9	127874649	127877623	-	9:127877623-127877675	9:127874611-127874649	0.777798086398169	0.444403827203662	2974	Y	N
ENSG00000107331	9	137023840	137028075	-	9:137028075-137028288	9:137022702-137023840	0.771072796934866	0.547892720306513	4235	N	N
ENSG00000107371	9	37784713	37784721	-	9:37784721-37785064	9:37784384-37784713	0.71011104301603	0.28988895698397	8	N	N
ENSG00000107372	9	72364664	72364696	-	9:72364696-72365235	9:72364462-72364664	0.854153438736642	0.145846561263358	32	N	N
ENSG00000107521	10	98424374	98446807	-	10:98446807-98446947	10:98424313-98424374	0.952898550724638	0.282608695652174	22433	Y	Y
ENSG00000107581	10	119049985	119080628	-	10:119080628-119080823	10:119049801-119049985	0.824026141841878	0.269554677957039	30643	Y	Y
ENSG00000107669	10	121928063	121928347	-	10:121928347-121928801	10:121927844-121928063	0.173717762967256	0.706210028772782	284	N	N
ENSG00000107758	10	73479517	73495805	-	10:73495805-73496024	10:73479317-73479517	0.598946986201888	0.802106027596224	16288	Y	N
ENSG00000107829	10	101676714	101694381	-	10:101694381-101695295	10:101676341-101676714	1	1	17667	Y	N
ENSG00000107863	10	24723247	24723562	-	10:24723562-24723887	10:24723157-24723247	0.97985347985348	0.120879120879121	315	N	N
ENSG00000107890	10	27038054	27100085	-	10:27100085-27100498	10:27037871-27038054	0.433882783882784	0.548168498168498	62031	Y	Y
ENSG00000107951	10	30348977	30349119	-	10:30349119-30349319	10:30348857-30348977	0.983333333333333	0.0666666666666667	142	N	N
ENSG00000108039	10	109871861	109923402	-	10:109923402-109923553	10:109871789-109871861	0.925196850393701	0.448818897637795	51541	Y	N
ENSG00000108094	10	35090035	35090179	-	10:35090179-35090642	10:35089896-35090035	0.838057982755164	0.191904564061316	144	N	N
ENSG00000108262	17	29582902	29589327	-	17:29589327-29589627	17:29582698-29582902	0.502713866108418	0.666640972601259	6425	Y	N
ENSG00000108312	17	44220963	44221201	-	17:44221201-44221626	17:44220740-44220963	0.118795132050699	0.528703759966069	238	N	N
